expense_id,month,department,category,budget_amount,actual_amount,variance,variance_pct,status,notes
EXP-000259,2023-12,Quality Assurance,Utilities,1878.88,1997.29,118.4,6.3,Approved,
EXP-000260,2023-12,Quality Assurance,Marketing & Advertising,1318.89,1425.29,106.4,8.07,Approved,
EXP-000261,2023-12,Quality Assurance,Travel & Entertainment,3712.25,4192.66,480.41,12.94,Requires Review,Variance exceeds threshold
EXP-000262,2023-12,Quality Assurance,Software & Licenses,2489.55,2689.81,200.26,8.04,Approved,
EXP-000263,2023-12,Quality Assurance,Equipment & Maintenance,1895.34,1783.12,-112.21,-5.92,Approved,
EXP-000264,2023-12,Quality Assurance,Professional Services,2867.94,3141.88,273.94,9.55,Approved,
EXP-000265,2023-12,Quality Assurance,Insurance,4445.66,3810.52,-635.14,-14.29,Approved,Variance exceeds threshold
EXP-000266,2023-12,Quality Assurance,Supplies,4066.24,4582.55,516.31,12.7,Requires Review,Variance exceeds threshold
EXP-000267,2023-12,Quality Assurance,Shipping & Freight,4931.24,4932.54,1.3,0.03,Approved,
EXP-000268,2023-12,Quality Assurance,Telecommunications,2199.28,2253.43,54.15,2.46,Approved,
EXP-000269,2023-12,Quality Assurance,Training,2330.82,2380.68,49.86,2.14,Approved,
EXP-000270,2023-12,Quality Assurance,R&D Materials,3807.01,3737.62,-69.4,-1.82,Approved,
EXP-000271,2023-12,Quality Assurance,Facility Maintenance,4451.86,5025.71,573.85,12.89,Requires Review,Variance exceeds threshold
EXP-000272,2023-12,Quality Assurance,Depreciation,5804.44,4943.41,-861.02,-14.83,Approved,Variance exceeds threshold
EXP-000273,2023-12,Customer Service,Salaries & Wages,68317.89,71576.19,3258.3,4.77,Approved,
EXP-000274,2023-12,Customer Service,Benefits,17276.09,17205.77,-70.31,-0.41,Approved,
EXP-000275,2023-12,Customer Service,Office Rent,1873.71,1832.71,-41.0,-2.19,Approved,
EXP-000276,2023-12,Customer Service,Utilities,1101.03,1073.18,-27.86,-2.53,Approved,
EXP-000277,2023-12,Customer Service,Marketing & Advertising,4144.88,3594.27,-550.61,-13.28,Approved,Variance exceeds threshold
EXP-000278,2023-12,Customer Service,Travel & Entertainment,3007.52,2656.11,-351.42,-11.68,Approved,Variance exceeds threshold
EXP-000279,2023-12,Customer Service,Software & Licenses,4383.07,4326.85,-56.22,-1.28,Approved,
EXP-000280,2023-12,Customer Service,Equipment & Maintenance,4863.68,5312.81,449.13,9.23,Approved,
EXP-000281,2023-12,Customer Service,Professional Services,3236.2,2972.48,-263.72,-8.15,Approved,
EXP-000282,2023-12,Customer Service,Insurance,1232.53,1286.47,53.95,4.38,Approved,
EXP-000283,2023-12,Customer Service,Supplies,3684.72,3857.86,173.14,4.7,Approved,
EXP-000284,2023-12,Customer Service,Shipping & Freight,1327.64,1274.85,-52.8,-3.98,Approved,
EXP-000285,2023-12,Customer Service,Telecommunications,4728.96,4263.05,-465.92,-9.85,Approved,
EXP-000286,2023-12,Customer Service,Training,1426.96,1271.5,-155.46,-10.89,Approved,Variance exceeds threshold
EXP-000287,2023-12,Customer Service,R&D Materials,1202.83,1214.93,12.1,1.01,Approved,
EXP-000288,2023-12,Customer Service,Facility Maintenance,5350.49,6056.78,706.3,13.2,Requires Review,Variance exceeds threshold
EXP-000289,2023-12,Customer Service,Depreciation,5305.1,6007.73,702.63,13.24,Requires Review,Variance exceeds threshold
EXP-000290,2023-12,Finance,Salaries & Wages,89214.86,90311.79,1096.93,1.23,Approved,
EXP-000291,2023-12,Finance,Benefits,16987.48,17831.04,843.56,4.97,Approved,
EXP-000292,2023-12,Finance,Office Rent,3396.66,3403.55,6.89,0.2,Approved,
EXP-000293,2023-12,Finance,Utilities,4856.38,4506.47,-349.91,-7.21,Approved,
EXP-000294,2023-12,Finance,Marketing & Advertising,2570.49,2522.07,-48.42,-1.88,Approved,
EXP-000295,2023-12,Finance,Travel & Entertainment,3446.05,3199.25,-246.8,-7.16,Approved,
EXP-000296,2023-12,Finance,Software & Licenses,3327.54,3021.44,-306.1,-9.2,Approved,
EXP-000297,2023-12,Finance,Equipment & Maintenance,2712.67,2530.01,-182.66,-6.73,Approved,
EXP-000298,2023-12,Finance,Professional Services,2037.71,2075.23,37.52,1.84,Approved,
EXP-000299,2023-12,Finance,Insurance,6674.04,6368.13,-305.91,-4.58,Approved,
EXP-000300,2023-12,Finance,Supplies,2299.12,2633.15,334.04,14.53,Requires Review,Variance exceeds threshold
EXP-000301,2023-12,Finance,Shipping & Freight,2498.78,2822.88,324.11,12.97,Requires Review,Variance exceeds threshold
EXP-000302,2023-12,Finance,Telecommunications,1619.79,1393.05,-226.74,-14.0,Approved,Variance exceeds threshold
EXP-000303,2023-12,Finance,Training,3536.88,3140.28,-396.6,-11.21,Approved,Variance exceeds threshold
EXP-000304,2023-12,Finance,R&D Materials,5462.66,5238.75,-223.91,-4.1,Approved,
EXP-000305,2023-12,Finance,Facility Maintenance,6107.48,6745.94,638.46,10.45,Requires Review,Variance exceeds threshold
EXP-000306,2023-12,Finance,Depreciation,2855.9,3058.64,202.73,7.1,Approved,
EXP-000307,2023-12,IT & Systems,Salaries & Wages,61174.48,59080.8,-2093.68,-3.42,Approved,
EXP-000308,2023-12,IT & Systems,Benefits,17590.87,19284.29,1693.42,9.63,Approved,
EXP-000309,2023-12,IT & Systems,Office Rent,2233.61,2070.03,-163.58,-7.32,Approved,
EXP-000310,2023-12,IT & Systems,Utilities,4651.34,4003.66,-647.68,-13.92,Approved,Variance exceeds threshold
EXP-000311,2023-12,IT & Systems,Marketing & Advertising,4061.52,4488.16,426.63,10.5,Requires Review,Variance exceeds threshold
EXP-000312,2023-12,IT & Systems,Travel & Entertainment,4395.05,3747.03,-648.02,-14.74,Approved,Variance exceeds threshold
EXP-000313,2023-12,IT & Systems,Software & Licenses,4780.36,5383.63,603.27,12.62,Requires Review,Variance exceeds threshold
EXP-000314,2023-12,IT & Systems,Equipment & Maintenance,4030.24,3953.52,-76.72,-1.9,Approved,
EXP-000315,2023-12,IT & Systems,Professional Services,2085.57,1862.21,-223.37,-10.71,Approved,Variance exceeds threshold
EXP-000316,2023-12,IT & Systems,Insurance,1717.18,1896.41,179.23,10.44,Requires Review,Variance exceeds threshold
EXP-000317,2023-12,IT & Systems,Supplies,4006.39,3766.36,-240.04,-5.99,Approved,
EXP-000318,2023-12,IT & Systems,Shipping & Freight,3815.17,4023.46,208.29,5.46,Approved,
EXP-000319,2023-12,IT & Systems,Telecommunications,3781.21,4203.37,422.16,11.16,Requires Review,Variance exceeds threshold
EXP-000320,2023-12,IT & Systems,Training,2998.65,3407.96,409.31,13.65,Requires Review,Variance exceeds threshold
EXP-000321,2023-12,IT & Systems,R&D Materials,3465.47,3690.42,224.95,6.49,Approved,
EXP-000322,2023-12,IT & Systems,Facility Maintenance,2874.44,2924.88,50.44,1.75,Approved,
EXP-000323,2023-12,IT & Systems,Depreciation,3129.74,2988.84,-140.9,-4.5,Approved,
EXP-000324,2023-12,Legal & Compliance,Salaries & Wages,58153.62,57505.86,-647.76,-1.11,Approved,
EXP-000325,2023-12,Legal & Compliance,Benefits,15716.46,15457.16,-259.31,-1.65,Approved,
EXP-000326,2023-12,Legal & Compliance,Office Rent,2168.0,2387.88,219.88,10.14,Requires Review,Variance exceeds threshold
EXP-000327,2023-12,Legal & Compliance,Utilities,4848.6,4300.76,-547.84,-11.3,Approved,Variance exceeds threshold
EXP-000328,2023-12,Legal & Compliance,Marketing & Advertising,2747.93,2392.6,-355.33,-12.93,Approved,Variance exceeds threshold
EXP-000329,2023-12,Legal & Compliance,Travel & Entertainment,3449.98,3513.7,63.72,1.85,Approved,
EXP-000330,2023-12,Legal & Compliance,Software & Licenses,3260.06,3559.74,299.68,9.19,Approved,
EXP-000331,2023-12,Legal & Compliance,Equipment & Maintenance,4319.08,3697.26,-621.82,-14.4,Approved,Variance exceeds threshold
EXP-000332,2023-12,Legal & Compliance,Professional Services,2249.61,2033.52,-216.09,-9.61,Approved,
EXP-000333,2023-12,Legal & Compliance,Insurance,1094.01,977.23,-116.78,-10.67,Approved,Variance exceeds threshold
EXP-000334,2023-12,Legal & Compliance,Supplies,2665.7,3058.25,392.55,14.73,Requires Review,Variance exceeds threshold
EXP-000335,2023-12,Legal & Compliance,Shipping & Freight,4326.12,4559.09,232.96,5.38,Approved,
EXP-000336,2023-12,Legal & Compliance,Telecommunications,4423.44,4322.76,-100.67,-2.28,Approved,
EXP-000337,2023-12,Legal & Compliance,Training,3386.27,3647.46,261.2,7.71,Approved,
EXP-000338,2023-12,Legal & Compliance,R&D Materials,1049.97,1179.85,129.88,12.37,Requires Review,Variance exceeds threshold
EXP-000339,2023-12,Legal & Compliance,Facility Maintenance,1749.62,1826.21,76.58,4.38,Approved,
EXP-000340,2023-12,Legal & Compliance,Depreciation,2276.65,2382.9,106.25,4.67,Approved,
EXP-000341,2024-01,Executive Leadership,Salaries & Wages,131919.82,123417.6,-8502.22,-6.44,Approved,
EXP-000342,2024-01,Executive Leadership,Benefits,33230.3,28981.88,-4248.42,-12.78,Approved,Variance exceeds threshold
EXP-000343,2024-01,Executive Leadership,Office Rent,4402.63,4853.09,450.46,10.23,Requires Review,Variance exceeds threshold
EXP-000344,2024-01,Executive Leadership,Utilities,7841.9,8000.99,159.09,2.03,Approved,
EXP-000345,2024-01,Executive Leadership,Marketing & Advertising,6531.38,5922.19,-609.19,-9.33,Approved,
EXP-000346,2024-01,Executive Leadership,Travel & Entertainment,19442.94,21329.53,1886.59,9.7,Approved,
EXP-000347,2024-01,Executive Leadership,Software & Licenses,5070.37,5464.72,394.35,7.78,Approved,
EXP-000348,2024-01,Executive Leadership,Equipment & Maintenance,5211.1,5838.59,627.5,12.04,Requires Review,Variance exceeds threshold
EXP-000349,2024-01,Executive Leadership,Professional Services,6226.09,7158.87,932.78,14.98,Requires Review,Variance exceeds threshold
EXP-000350,2024-01,Executive Leadership,Insurance,9214.24,8475.39,-738.85,-8.02,Approved,
EXP-000351,2024-01,Executive Leadership,Supplies,3559.83,3960.72,400.89,11.26,Requires Review,Variance exceeds threshold
EXP-000352,2024-01,Executive Leadership,Shipping & Freight,7953.84,6974.82,-979.02,-12.31,Approved,Variance exceeds threshold
EXP-000353,2024-01,Executive Leadership,Telecommunications,2937.43,2786.97,-150.46,-5.12,Approved,
EXP-000354,2024-01,Executive Leadership,Training,7735.88,7598.41,-137.47,-1.78,Approved,
EXP-000355,2024-01,Executive Leadership,R&D Materials,3900.15,4191.66,291.51,7.47,Approved,
EXP-000356,2024-01,Executive Leadership,Facility Maintenance,7772.7,8924.3,1151.6,14.82,Requires Review,Variance exceeds threshold
EXP-000357,2024-01,Executive Leadership,Depreciation,10557.22,9773.7,-783.52,-7.42,Approved,
EXP-000358,2024-01,Human Resources,Salaries & Wages,53364.16,61304.07,7939.91,14.88,Requires Review,Variance exceeds threshold
EXP-000359,2024-01,Human Resources,Benefits,15431.07,13840.06,-1591.01,-10.31,Approved,Variance exceeds threshold
EXP-000360,2024-01,Human Resources,Office Rent,1332.55,1366.88,34.34,2.58,Approved,
EXP-000361,2024-01,Human Resources,Utilities,3749.2,3961.02,211.82,5.65,Approved,
EXP-000362,2024-01,Human Resources,Marketing & Advertising,4634.95,4868.53,233.59,5.04,Approved,
EXP-000363,2024-01,Human Resources,Travel & Entertainment,1886.82,1710.46,-176.36,-9.35,Approved,
EXP-000364,2024-01,Human Resources,Software & Licenses,2466.08,2104.73,-361.35,-14.65,Approved,Variance exceeds threshold
EXP-000365,2024-01,Human Resources,Equipment & Maintenance,3757.67,3687.82,-69.84,-1.86,Approved,
EXP-000366,2024-01,Human Resources,Professional Services,1031.91,1066.25,34.34,3.33,Approved,
EXP-000367,2024-01,Human Resources,Insurance,1690.83,1698.54,7.71,0.46,Approved,
EXP-000368,2024-01,Human Resources,Supplies,2906.14,2855.25,-50.89,-1.75,Approved,
EXP-000369,2024-01,Human Resources,Shipping & Freight,3865.01,4401.23,536.22,13.87,Requires Review,Variance exceeds threshold
EXP-000370,2024-01,Human Resources,Telecommunications,4508.16,4422.96,-85.2,-1.89,Approved,
EXP-000371,2024-01,Human Resources,Training,2054.6,1758.81,-295.79,-14.4,Approved,Variance exceeds threshold
EXP-000372,2024-01,Human Resources,R&D Materials,3712.71,3863.41,150.7,4.06,Approved,
EXP-000373,2024-01,Human Resources,Facility Maintenance,4153.94,3712.85,-441.09,-10.62,Approved,Variance exceeds threshold
EXP-000374,2024-01,Human Resources,Depreciation,1306.65,1493.33,186.68,14.29,Requires Review,Variance exceeds threshold
EXP-000375,2024-01,Sales & Marketing,Salaries & Wages,193859.62,169247.81,-24611.8,-12.7,Approved,Variance exceeds threshold
EXP-000376,2024-01,Sales & Marketing,Benefits,47138.22,41928.77,-5209.45,-11.05,Approved,Variance exceeds threshold
EXP-000377,2024-01,Sales & Marketing,Office Rent,5688.06,6289.49,601.43,10.57,Requires Review,Variance exceeds threshold
EXP-000378,2024-01,Sales & Marketing,Utilities,11934.1,13118.04,1183.94,9.92,Approved,
EXP-000379,2024-01,Sales & Marketing,Marketing & Advertising,55146.79,50540.86,-4605.93,-8.35,Approved,
EXP-000380,2024-01,Sales & Marketing,Travel & Entertainment,31703.22,28883.54,-2819.68,-8.89,Approved,
EXP-000381,2024-01,Sales & Marketing,Software & Licenses,13348.54,15065.33,1716.79,12.86,Requires Review,Variance exceeds threshold
EXP-000382,2024-01,Sales & Marketing,Equipment & Maintenance,8725.15,8529.08,-196.07,-2.25,Approved,
EXP-000383,2024-01,Sales & Marketing,Professional Services,15647.18,14046.52,-1600.66,-10.23,Approved,Variance exceeds threshold
EXP-000384,2024-01,Sales & Marketing,Insurance,15918.0,15337.16,-580.85,-3.65,Approved,
EXP-000385,2024-01,Sales & Marketing,Supplies,5310.89,5517.3,206.41,3.89,Approved,
EXP-000386,2024-01,Sales & Marketing,Shipping & Freight,14004.7,15879.47,1874.77,13.39,Requires Review,Variance exceeds threshold
EXP-000387,2024-01,Sales & Marketing,Telecommunications,14394.11,14203.35,-190.76,-1.33,Approved,
EXP-000388,2024-01,Sales & Marketing,Training,8800.4,8358.83,-441.57,-5.02,Approved,
EXP-000389,2024-01,Sales & Marketing,R&D Materials,9619.2,9626.28,7.08,0.07,Approved,
EXP-000390,2024-01,Sales & Marketing,Facility Maintenance,10244.48,11063.86,819.37,8.0,Approved,
EXP-000391,2024-01,Sales & Marketing,Depreciation,12860.8,11642.42,-1218.38,-9.47,Approved,
EXP-000392,2024-01,Product Development,Salaries & Wages,266242.54,239512.04,-26730.5,-10.04,Approved,Variance exceeds threshold
EXP-000393,2024-01,Product Development,Benefits,73171.99,72558.07,-613.92,-0.84,Approved,
EXP-000394,2024-01,Product Development,Office Rent,15295.95,15761.61,465.66,3.04,Approved,
EXP-000395,2024-01,Product Development,Utilities,18973.36,16849.74,-2123.61,-11.19,Approved,Variance exceeds threshold
EXP-000396,2024-01,Product Development,Marketing & Advertising,8083.79,8738.89,655.1,8.1,Approved,
EXP-000397,2024-01,Product Development,Travel & Entertainment,21105.33,23636.51,2531.18,11.99,Requires Review,Variance exceeds threshold
EXP-000398,2024-01,Product Development,Software & Licenses,9206.1,9054.44,-151.66,-1.65,Approved,
EXP-000399,2024-01,Product Development,Equipment & Maintenance,6219.47,5641.35,-578.12,-9.3,Approved,
EXP-000400,2024-01,Product Development,Professional Services,18164.13,19821.92,1657.78,9.13,Approved,
EXP-000401,2024-01,Product Development,Insurance,20465.0,19769.69,-695.31,-3.4,Approved,
EXP-000402,2024-01,Product Development,Supplies,20785.77,22484.67,1698.89,8.17,Approved,
EXP-000403,2024-01,Product Development,Shipping & Freight,17506.16,18005.2,499.04,2.85,Approved,
EXP-000404,2024-01,Product Development,Telecommunications,17583.85,16211.9,-1371.96,-7.8,Approved,
EXP-000405,2024-01,Product Development,Training,11884.46,12756.05,871.59,7.33,Approved,
EXP-000406,2024-01,Product Development,R&D Materials,36460.88,36894.28,433.4,1.19,Approved,
EXP-000407,2024-01,Product Development,Facility Maintenance,21898.04,23964.07,2066.03,9.43,Approved,
EXP-000408,2024-01,Product Development,Depreciation,15579.78,13307.08,-2272.7,-14.59,Approved,Variance exceeds threshold
EXP-000409,2024-01,Manufacturing,Salaries & Wages,224560.08,224931.21,371.13,0.17,Approved,
EXP-000410,2024-01,Manufacturing,Benefits,47369.42,40600.33,-6769.09,-14.29,Approved,Variance exceeds threshold
EXP-000411,2024-01,Manufacturing,Office Rent,14962.33,13827.4,-1134.93,-7.59,Approved,
EXP-000412,2024-01,Manufacturing,Utilities,16472.21,15738.61,-733.6,-4.45,Approved,
EXP-000413,2024-01,Manufacturing,Marketing & Advertising,18777.42,20481.51,1704.1,9.08,Approved,
EXP-000414,2024-01,Manufacturing,Travel & Entertainment,11405.84,12018.2,612.36,5.37,Approved,
EXP-000415,2024-01,Manufacturing,Software & Licenses,12269.35,10861.05,-1408.3,-11.48,Approved,Variance exceeds threshold
EXP-000416,2024-01,Manufacturing,Equipment & Maintenance,8665.91,8571.89,-94.03,-1.09,Approved,
EXP-000417,2024-01,Manufacturing,Professional Services,17004.88,19543.28,2538.4,14.93,Requires Review,Variance exceeds threshold
EXP-000418,2024-01,Manufacturing,Insurance,9083.8,9353.65,269.85,2.97,Approved,
EXP-000419,2024-01,Manufacturing,Supplies,6896.87,7569.77,672.9,9.76,Approved,
EXP-000420,2024-01,Manufacturing,Shipping & Freight,9657.62,9657.54,-0.08,-0.0,Approved,
EXP-000421,2024-01,Manufacturing,Telecommunications,15473.44,17288.25,1814.8,11.73,Requires Review,Variance exceeds threshold
EXP-000422,2024-01,Manufacturing,Training,17296.57,19358.56,2061.99,11.92,Requires Review,Variance exceeds threshold
EXP-000423,2024-01,Manufacturing,R&D Materials,8237.29,7297.76,-939.53,-11.41,Approved,Variance exceeds threshold
EXP-000424,2024-01,Manufacturing,Facility Maintenance,13877.77,13665.49,-212.28,-1.53,Approved,
EXP-000425,2024-01,Manufacturing,Depreciation,13224.51,13636.13,411.62,3.11,Approved,
EXP-000426,2024-01,Quality Assurance,Salaries & Wages,76879.16,75136.53,-1742.63,-2.27,Approved,
EXP-000427,2024-01,Quality Assurance,Benefits,15691.87,15543.56,-148.3,-0.95,Approved,
EXP-000428,2024-01,Quality Assurance,Office Rent,4359.66,4574.87,215.21,4.94,Approved,
EXP-000429,2024-01,Quality Assurance,Utilities,5735.37,6088.39,353.03,6.16,Approved,
EXP-000430,2024-01,Quality Assurance,Marketing & Advertising,5974.48,5993.44,18.96,0.32,Approved,
EXP-000431,2024-01,Quality Assurance,Travel & Entertainment,2314.7,2249.12,-65.58,-2.83,Approved,
EXP-000432,2024-01,Quality Assurance,Software & Licenses,4985.28,4455.96,-529.32,-10.62,Approved,Variance exceeds threshold
EXP-000433,2024-01,Quality Assurance,Equipment & Maintenance,4775.03,4747.28,-27.75,-0.58,Approved,
EXP-000434,2024-01,Quality Assurance,Professional Services,5027.84,5085.9,58.07,1.15,Approved,
EXP-000435,2024-01,Quality Assurance,Insurance,5631.09,5226.9,-404.18,-7.18,Approved,
EXP-000436,2024-01,Quality Assurance,Supplies,3087.14,3058.26,-28.87,-0.94,Approved,
EXP-000437,2024-01,Quality Assurance,Shipping & Freight,2238.21,2480.34,242.13,10.82,Requires Review,Variance exceeds threshold
EXP-000438,2024-01,Quality Assurance,Telecommunications,4112.5,3659.59,-452.92,-11.01,Approved,Variance exceeds threshold
EXP-000439,2024-01,Quality Assurance,Training,4732.51,4826.22,93.71,1.98,Approved,
